word,count_a,count_b,delta_cos,neighbor_jaccard,change_score
খ্যাপা,83,215,0.55191,0.0,1.27595
অভিনয়ে,21,203,0.55165,0.0,1.27583
ওয়ার্ড,62,319,0.57142,0.0101,1.27561
ডেভিড,27,242,0.55067,0.0,1.27534
ভাঙ্গা,58,50,0.55008,0.0,1.27504
ইউনিয়ন,123,1318,0.54978,0.0,1.27489
বিল,245,428,0.54979,0.0,1.27489
মেরি,47,423,0.5494,0.0,1.2747
পরিচালক,49,1072,0.54834,0.0,1.27417
শুভ্র,116,207,0.54763,0.0,1.27381
কৈলাস,50,50,0.54717,0.0,1.27359
আধা,114,309,0.54629,0.0,1.27314
ওয়,32,184,0.54584,0.0,1.27292
বিজয়,879,534,0.54545,0.0,1.27272
ম্যাচ,45,2038,0.54537,0.0,1.27269
পদের,36,328,0.54484,0.0,1.27242
অধিনায়ক,21,297,0.54472,0.0,1.27236
অধীন,119,159,0.54441,0.0,1.2722
দেখিয়া,1215,39,0.54375,0.0,1.27188
সা,63,341,0.54323,0.0,1.27162
শেলি,22,55,0.54301,0.0,1.2715
সেল,294,150,0.54285,0.0,1.27142
হারাধন,226,93,0.54284,0.0,1.27142
নিশীথ,45,325,0.54277,0.0,1.27139
জহির,135,210,0.54256,0.0,1.27128
দুর্যোধন,41,38,0.54155,0.0,1.27077
বিলম্বিত,47,33,0.54145,0.0,1.27073
সুরমা,63,42,0.54033,0.0,1.27016
নিবে,116,53,0.54027,0.0,1.27014
গান্ধী,81,126,0.5604,0.0101,1.2701
ফাউল,27,67,0.53976,0.0,1.26988
সাজি,20,31,0.53956,0.0,1.26978
সর্বশেষ,113,427,0.53905,0.0,1.26952
আমিন,116,397,0.53883,0.0,1.26942
জগন্নাথ,166,159,0.53835,0.0,1.26917
ভুজঙ্গ,101,252,0.53816,0.0,1.26908
ফজলে,56,28,0.55738,0.0101,1.26859
রশ্মি,47,181,0.53661,0.0,1.2683
জীবনানন্দ,21,743,0.53627,0.0,1.26813
দা,104,115,0.53627,0.0,1.26813
রবি,281,438,0.53622,0.0,1.26811
জোট,31,363,0.53617,0.0,1.26808
মতি,99,195,0.53586,0.0,1.26793
মোহন,196,367,0.53451,0.0,1.26725
বিক্ষোভ,69,363,0.53403,0.0,1.26702
বিপ্লব,156,541,0.53373,0.0,1.26687
সাহা,335,330,0.53295,0.0,1.26648
বেন,30,55,0.53293,0.0,1.26646
ফ্যা,23,20,0.53261,0.0,1.2663
বনানী,88,136,0.53235,0.0,1.26617
জবাবে,141,650,0.53232,0.0,1.26616
উদ্যোক্তা,25,249,0.53188,0.0,1.26594
শিশুপাল,53,75,0.53182,0.0,1.26591
আবি,44,21,0.53162,0.0,1.26581
বাজপাখি,65,53,0.5314,0.0,1.2657
বিরাজ,106,229,0.53096,0.0,1.26548
বনলতা,50,154,0.53087,0.0,1.26543
নিশ্চিত,316,2754,0.53058,0.0,1.26529
রুদ্র,70,68,0.52965,0.0,1.26483
সেন্,22,331,0.5294,0.0,1.2647
রেড,28,217,0.52811,0.0,1.26405
সৌম্য,22,63,0.52743,0.0,1.26372
হারুন,650,171,0.52708,0.0,1.26354
বারে,329,119,0.52691,0.0,1.26345
বরা,26,63,0.52667,0.0,1.26333
রৌদ্র,119,38,0.5266,0.0,1.2633
সূত্র,220,1231,0.52642,0.0,1.26321
সামা,41,30,0.52637,0.0,1.26319
ইসলামী,79,535,0.52553,0.0,1.26276
করিল,2277,36,0.52552,0.0,1.26276
বুল,66,47,0.52549,0.0,1.26274
বরাবর,454,492,0.52505,0.0,1.26252
খাত,153,1506,0.52489,0.0,1.26245
উচ্চ,226,345,0.54493,0.0101,1.26236
হাবিব,35,419,0.52455,0.0,1.26228
অসীম,450,308,0.5245,0.0,1.26225
টিপু,69,31,0.52407,0.0,1.26203
লাবণ্য,80,192,0.54351,0.0101,1.26166
মুসলিম,780,473,0.54348,0.0101,1.26164
চিত্,124,59,0.52288,0.0,1.26144
রাসেল,87,98,0.52277,0.0,1.26139
প্রভাস,220,23,0.52264,0.0,1.26132
মিন,41,222,0.52142,0.0,1.26071
পানামা,85,27,0.5214,0.0,1.2607
সর্বোচ্চ,31,1037,0.52093,0.0,1.26046
মিঃ,3862,55,0.52087,0.0,1.26044
এরপর,306,2616,0.52044,0.0,1.26022
হাসান,31,1556,0.56081,0.02041,1.26
জরিনা,220,428,0.51988,0.0,1.25994
যাইত,521,45,0.5197,0.0,1.25985
স্টাফ,24,190,0.51959,0.0,1.25979
জুটি,20,216,0.51938,0.0,1.25969
আহমেদ,46,1944,0.53949,0.0101,1.25964
দিবাকর,625,72,0.51902,0.0,1.25951
পয়েন্ট,40,617,0.53914,0.0101,1.25947
কেশব,28,68,0.51789,0.0,1.25894
শান,99,175,0.51748,0.0,1.25874
কেয়,54,90,0.51737,0.0,1.25869
মিনিটে,80,875,0.51693,0.0,1.25846
তামিল,40,84,0.51669,0.0,1.25835
সুরেশ,76,352,0.51666,0.0,1.25833
ইসলামের,139,531,0.51606,0.0,1.25803
জি,159,780,0.51601,0.0,1.258
হাসিল,254,46,0.51593,0.0,1.25796
রাজধানীর,24,961,0.51548,0.0,1.25774
শ্রীমতী,212,66,0.5152,0.0,1.2576
অনিল,129,62,0.51471,0.0,1.25736
বিলাস,83,111,0.51464,0.0,1.25732
জানান,118,2955,0.55486,0.02041,1.25702
শিশির,448,137,0.53359,0.0101,1.2567
ইব্রাহিম,95,432,0.57422,0.03093,1.25618
শিক,456,971,0.5118,0.0,1.2559
কর্তা,411,218,0.51177,0.0,1.25588
পাঠানোর,36,390,0.5106,0.0,1.2553
আবিদ,123,37,0.5104,0.0,1.2552
ইস,464,2632,0.57211,0.03093,1.25513
রক্তিম,74,137,0.50998,0.0,1.25499
নিশানা,50,108,0.50985,0.0,1.25492
এইখানে,235,222,0.5098,0.0,1.2549
গোর,381,65,0.50884,0.0,1.25442
অতঃপর,492,55,0.50871,0.0,1.25436
সনাতন,62,255,0.50871,0.0,1.25435
মেজর,147,1402,0.52888,0.0101,1.25434
বোর্ড,133,639,0.50863,0.0,1.25432
প্রোফেসর,146,71,0.50847,0.0,1.25424
নিউটন,72,52,0.50839,0.0,1.2542
মারি,94,85,0.50841,0.0,1.2542
কেহ,829,20,0.52858,0.0101,1.25419
রুস্তম,33,284,0.50838,0.0,1.25419
পূর্বে,1200,88,0.50835,0.0,1.25417
গোলা,95,177,0.50832,0.0,1.25416
অনুশীলন,52,146,0.5078,0.0,1.2539
আসিয়া,1923,28,0.50774,0.0,1.25387
উদ্যোগ,147,919,0.50761,0.0,1.2538
মাধু,49,34,0.50758,0.0,1.25379
পিটা,39,164,0.50745,0.0,1.25373
বাদী,26,208,0.50739,0.0,1.25369
শিউ,63,66,0.52727,0.0101,1.25353
মাইন,100,103,0.50687,0.0,1.25343
সতী,196,44,0.50645,0.0,1.25323
মেট,82,72,0.50626,0.0,1.25313
ব্যাংক,24,2059,0.50596,0.0,1.25298
সুভদ্র,62,90,0.50563,0.0,1.25281
কানা,402,189,0.50538,0.0,1.25269
আলম,275,1352,0.52472,0.0101,1.25226
কেটি,94,43,0.50443,0.0,1.25222
শ্রী,88,155,0.50305,0.0,1.25153
কাদির,37,435,0.50197,0.0,1.25098
পুরন্দর,245,56,0.50112,0.0,1.25056
মাধুরী,843,40,0.50093,0.0,1.25046
মুনির,36,54,0.50081,0.0,1.25041
সজীব,64,88,0.50069,0.0,1.25035
কিশোর,140,439,0.5003,0.0,1.25015
আজব,122,114,0.49981,0.0,1.24991
সংবাদ,980,1405,0.49955,0.0,1.24978
নামি,70,55,0.49939,0.0,1.2497
তপতী,804,32,0.49937,0.0,1.24969
হাশেম,179,38,0.499,0.0,1.2495
অস্ক,88,24,0.49873,0.0,1.24936
উত্তীর্ণ,124,89,0.49809,0.0,1.24905
প্রেসিডেন্ট,138,1418,0.49792,0.0,1.24896
ধূমপান,61,68,0.49784,0.0,1.24892
সই,316,429,0.4978,0.0,1.2489
ইংল্যান্ড,63,320,0.49765,0.0,1.24882
কিম্বা,194,39,0.49752,0.0,1.24876
রুমা,46,187,0.49741,0.0,1.2487
নূতন,631,79,0.49721,0.0,1.24861
টানা,328,638,0.49658,0.0,1.24829
ভূপতি,136,37,0.49643,0.0,1.24821
ব্ল্যাক,85,126,0.49635,0.0,1.24817
বাহির,1325,36,0.51649,0.0101,1.24814
সিটি,47,925,0.5161,0.0101,1.24795
হাসিব,23,37,0.49574,0.0,1.24787
ওসি,37,905,0.51589,0.0101,1.24784
ভোল,129,99,0.49526,0.0,1.24763
লিগ,37,218,0.49506,0.0,1.24753
সুলত,73,56,0.49492,0.0,1.24746
বাকী,207,42,0.4947,0.0,1.24735
গণেশ,242,45,0.49467,0.0,1.24733
নবাব,240,149,0.4946,0.0,1.2473
ড্রাগন,105,50,0.49456,0.0,1.24728
সুনীল,109,159,0.49455,0.0,1.24727
মুরাদ,139,22,0.49438,0.0,1.24719
আরম্ভ,1819,203,0.49428,0.0,1.24714
আর্থ,70,58,0.49416,0.0,1.24708
হইলেও,151,23,0.49413,0.0,1.24707
চারবার,26,78,0.49389,0.0,1.24694
সুনন্দা,395,428,0.4935,0.0,1.24675
কারে,113,70,0.49329,0.0,1.24665
তনু,52,262,0.49325,0.0,1.24663
সেকেণ্ড,81,691,0.4932,0.0,1.2466
ইন্দ্র,76,66,0.5131,0.0101,1.24645
শহীদ,479,554,0.51297,0.0101,1.24638
গণপতি,20,158,0.49247,0.0,1.24623
গীতি,32,37,0.4923,0.0,1.24615
বলিব,142,20,0.492,0.0,1.246
মার্কিন,89,1670,0.49174,0.0,1.24587
চিফ,24,544,0.49169,0.0,1.24585
পাশাপাশি,475,1859,0.49146,0.0,1.24573
চ্যালেঞ্জ,51,445,0.49116,0.0,1.24558
ডাচ,51,76,0.49084,0.0,1.24542
সংযুক্ত,32,324,0.49082,0.0,1.24541
পোস্ট,102,555,0.49062,0.0,1.24531
নাসা,20,52,0.49059,0.0,1.24529
শ্যামল,96,76,0.49033,0.0,1.24517
দীপক,286,68,0.49029,0.0,1.24515
পল্লী,107,164,0.51026,0.0101,1.24503
বাটল,21,98,0.48959,0.0,1.24479
মনোহর,330,46,0.50959,0.0101,1.24469
মোটরসাইকেল,26,449,0.48922,0.0,1.24461
আল,140,1021,0.48915,0.0,1.24458
আসনে,152,1002,0.48912,0.0,1.24456
তুলি,212,280,0.48899,0.0,1.2445
দেবী,939,629,0.52978,0.02041,1.24448
ইউসুফ,89,344,0.5091,0.0101,1.24445
রবার্ট,54,103,0.50781,0.0101,1.2438
পুল,534,326,0.48695,0.0,1.24347
নমুনা,98,149,0.48632,0.0,1.24316
ভূ,23,68,0.48616,0.0,1.24308
লাগি,340,36,0.48612,0.0,1.24306
এড,21,26,0.4861,0.0,1.24305
দস্যু,597,74,0.48576,0.0,1.24288
ইউনিভার্সি,20,193,0.48566,0.0,1.24283
ভোট,118,1476,0.50583,0.0101,1.24281
বিজন,61,49,0.48549,0.0,1.24274
র‍্যা,46,22,0.48541,0.0,1.2427
অভয়,1753,45,0.48534,0.0,1.24267
সংযোগ,55,283,0.48509,0.0,1.24254
লীলা,683,43,0.48466,0.0,1.24233
মিয়া,286,1268,0.52519,0.02041,1.24219
বার্তা,84,656,0.48392,0.0,1.24196
সদানন্দ,94,37,0.48308,0.0,1.24154
প্লে,25,72,0.48256,0.0,1.24128
যাইব,267,96,0.52298,0.02041,1.24108
গোয়,25,65,0.48154,0.0,1.24077
শ্যাম,948,103,0.48111,0.0,1.24056
অধিকারী,226,181,0.50131,0.0101,1.24055
ডিগ্রি,43,351,0.48093,0.0,1.24047
গিয়া,2138,182,0.54278,0.03093,1.24046
কিংবদন্তি,33,158,0.48082,0.0,1.24041
হোল,88,74,0.48051,0.0,1.24025
মহিমা,144,95,0.48047,0.0,1.24024
গাড়ী,181,57,0.49994,0.0101,1.23987
ইকবাল,31,342,0.47942,0.0,1.23971
খুদে,75,146,0.47876,0.0,1.23938
ব্যাট,49,167,0.4786,0.0,1.2393
নেপাল,87,330,0.47858,0.0,1.23929
পবিত্র,237,588,0.47858,0.0,1.23929
ওভ,24,155,0.47856,0.0,1.23928
বাংলাদেশের,196,2588,0.47843,0.0,1.23922
রঙ্গনা,150,30,0.47818,0.0,1.23909
শাষ,1045,2216,0.47818,0.0,1.23909
আব্দুল,22,1014,0.51895,0.02041,1.23907
সীমান্,41,279,0.47774,0.0,1.23887
শরদিন্দু,143,77,0.47758,0.0,1.23879
সুদর্শন,385,102,0.47692,0.0,1.23846
মুক্তির,265,328,0.47674,0.0,1.23837
পিসি,179,95,0.49691,0.0101,1.23835
রকেট,63,78,0.4766,0.0,1.2383
বাবুর,324,177,0.47644,0.0,1.23822
কাবা,61,87,0.47603,0.0,1.23801
অন্যদি,317,1072,0.49599,0.0101,1.2379
ঘোষণা,418,1617,0.49574,0.0101,1.23777
ঘুরি,71,25,0.47537,0.0,1.23768
রাম,870,191,0.49548,0.0101,1.23764
দীপ্তি,437,45,0.47517,0.0,1.23758
হিল,87,42,0.47511,0.0,1.23755
একপ্রক,155,55,0.47476,0.0,1.23738
অবনী,1223,154,0.49468,0.0101,1.23724
সামাল,59,132,0.47445,0.0,1.23723
মৃণাল,334,25,0.47439,0.0,1.2372
তপতীর,336,26,0.47423,0.0,1.23712
অগ্নির,27,106,0.47388,0.0,1.23694
রাই,60,103,0.47385,0.0,1.23692
মনু,217,38,0.47365,0.0,1.23683
বলিয়া,1609,23,0.47324,0.0,1.23662
মল্লিক,609,135,0.47309,0.0,1.23655
সুধাময়,32,35,0.47203,0.0,1.23602
অনশন,52,60,0.47194,0.0,1.23597
দোরগোড়ায়,47,46,0.47182,0.0,1.23591
সুনন্দ,149,224,0.47162,0.0,1.23581
লিখন,36,123,0.47149,0.0,1.23575
দুলাল,101,70,0.49154,0.0101,1.23567
মনীষা,29,169,0.47118,0.0,1.23559
হালে,69,21,0.47115,0.0,1.23557
মাজা,101,127,0.47105,0.0,1.23553
আহারে,53,40,0.47061,0.0,1.2353
বৈদ্য,59,52,0.46956,0.0,1.23478
গ্রাহক,21,381,0.46948,0.0,1.23474
পাইলট,29,248,0.46942,0.0,1.23471
পতাকা,59,493,0.46927,0.0,1.23464
বর্তমানে,227,1112,0.46927,0.0,1.23464
তাজ,138,53,0.46918,0.0,1.23459
দুটা,68,278,0.46915,0.0,1.23458
রা,153,216,0.46898,0.0,1.23449
ভার,919,600,0.46879,0.0,1.23439
সংস্থা,22,877,0.46879,0.0,1.23439
বিজয়ী,50,317,0.46849,0.0,1.23425
সেতু,50,345,0.48851,0.0101,1.23416
সিংয়,183,71,0.46807,0.0,1.23404
সুকুম,409,466,0.488,0.0101,1.2339
আমজাদ,423,42,0.46745,0.0,1.23373
স্পিক,20,364,0.48717,0.0101,1.23348
রক্ষিত,207,31,0.46693,0.0,1.23346
ভিক্ষু,140,45,0.46691,0.0,1.23345
রাহা,55,303,0.4669,0.0,1.23345
ফকির,584,1060,0.48708,0.0101,1.23344
শূন্য,564,646,0.46683,0.0,1.23342
চলচ্চিত্র,21,555,0.46678,0.0,1.23339
লাস,35,30,0.46625,0.0,1.23313
পিউ,160,37,0.46624,0.0,1.23312
বীর,307,167,0.46623,0.0,1.23311
ভূমি,120,189,0.4662,0.0,1.2331
অনাদি,299,33,0.46618,0.0,1.23309
নাড়ি,202,135,0.46599,0.0,1.23299
আমিরুল,78,32,0.46572,0.0,1.23286
সুষ্ঠু,60,145,0.46538,0.0,1.23269
সেবা,285,510,0.48554,0.0101,1.23267
পো,46,33,0.46463,0.0,1.23232
অশোক,442,164,0.48441,0.0101,1.23211
বৈঠ,80,376,0.4642,0.0,1.2321
সূত্রে,193,747,0.464,0.0,1.232
বাদল,1011,105,0.48369,0.0101,1.23174
প্রার্থী,28,1426,0.46308,0.0,1.23154
স্বাস্থ্য,324,1072,0.46213,0.0,1.23106
উকিল,345,252,0.46175,0.0,1.23087
রেঞ্জ,23,121,0.4617,0.0,1.23085
সলিল,68,21,0.46121,0.0,1.23061
নিয়ন্ত্রণ,70,950,0.46116,0.0,1.23058
মারধর,35,303,0.46089,0.0,1.23044
চামড়া,273,839,0.46076,0.0,1.23038
কঙ্গোর,21,37,0.46063,0.0,1.23032
বিনোদ,21,216,0.46058,0.0,1.23029
সহকারী,82,710,0.46042,0.0,1.23021
কবির,250,591,0.4603,0.0,1.23015
আলেয়া,20,29,0.45987,0.0,1.22994
শুক্লা,199,28,0.45988,0.0,1.22994
চলি,577,128,0.45979,0.0,1.2299
জাহাঙ্গীর,43,256,0.45975,0.0,1.22987
খাতুন,121,312,0.45964,0.0,1.22982
অবহেল,37,80,0.45956,0.0,1.22978
জুলেখা,27,78,0.47964,0.0101,1.22972
লিজ,57,22,0.45942,0.0,1.22971
আসগর,75,83,0.45903,0.0,1.22952
চুপি,332,52,0.47906,0.0101,1.22943
কোটা,52,66,0.45803,0.0,1.22901
আর্ট,144,190,0.45773,0.0,1.22887
পর্যায়ে,124,801,0.47778,0.0101,1.22879
সবশেষ,33,139,0.45741,0.0,1.22871
অ্যাকশন,32,116,0.4574,0.0,1.2287
সেভাবে,48,401,0.45735,0.0,1.22868
বউঠান,25,277,0.45735,0.0,1.22867
আমির,30,556,0.47744,0.0101,1.22862
অনুসন্ধানী,39,33,0.45707,0.0,1.22854
চারটি,144,406,0.4568,0.0,1.2284
সুবল,208,63,0.45679,0.0,1.22839
অবতরণ,61,52,0.45675,0.0,1.22838
হইল,2266,174,0.53982,0.04167,1.22824
জয়ী,85,315,0.45613,0.0,1.22806
বিগত,40,214,0.45602,0.0,1.22801
রাজ্য,623,596,0.45581,0.0,1.2279
শহীদুল্লাহ,32,33,0.45554,0.0,1.22777
খতিব,63,25,0.45548,0.0,1.22774
মূল,493,1598,0.49624,0.02041,1.22771
না৷,20,26,0.45526,0.0,1.22763
বালিকা,58,117,0.45514,0.0,1.22757
কবুতর,24,129,0.45502,0.0,1.22751
ডব্লিউ,43,26,0.45491,0.0,1.22746
পাতি,41,41,0.45477,0.0,1.22738
শো,160,222,0.45472,0.0,1.22736
কোন্,725,85,0.45457,0.0,1.22729
নূর,106,278,0.47476,0.0101,1.22728
এয়,76,161,0.45422,0.0,1.22711
চার্জ,49,222,0.4744,0.0101,1.2271
ফি,48,255,0.45411,0.0,1.22706
বিক্রম,23,119,0.45405,0.0,1.22703
ময়না,240,67,0.45382,0.0,1.22691
কতা,26,146,0.45369,0.0,1.22684
রেফারি,28,123,0.45337,0.0,1.22669
নেপথ্যে,37,26,0.45327,0.0,1.22663
ওদিকে,849,779,0.45321,0.0,1.22661
সোম,225,552,0.45311,0.0,1.22656
হান,86,79,0.47328,0.0101,1.22654
সমাবেশ,48,278,0.45278,0.0,1.22639
ডায়ালগ,24,47,0.45267,0.0,1.22634
বিদ্যুত,193,267,0.45268,0.0,1.22634
লইয়া,1957,180,0.49315,0.02041,1.22617
সের,318,585,0.45211,0.0,1.22605
ক্যামে,39,516,0.47214,0.0101,1.22597
নাহ,32,160,0.45193,0.0,1.22596
প্রকাশ্যে,92,291,0.45185,0.0,1.22592
ঝিল,28,438,0.45155,0.0,1.22577
সতর্কতা,45,121,0.47125,0.0101,1.22552
পিরামিড,29,271,0.45098,0.0,1.22549
অতিরিক্ত,185,1114,0.45093,0.0,1.22547
আশু,116,21,0.45091,0.0,1.22545
বর্মা,86,73,0.45077,0.0,1.22538
কমলা,98,256,0.45057,0.0,1.22529
আবেদন,151,1194,0.47072,0.0101,1.22526
আপনারে,49,54,0.45046,0.0,1.22523
রোবব,29,1107,0.49086,0.02041,1.22502
সরকার,534,1988,0.44991,0.0,1.22495
ইলিয়াস,33,243,0.44958,0.0,1.22479
এবার,57,581,0.44947,0.0,1.22474
ঘটনায়,44,1448,0.44943,0.0,1.22471
কটি,171,127,0.44918,0.0,1.22459
আজিজ,57,199,0.4895,0.02041,1.22434
অন,104,348,0.51018,0.03093,1.22416
মাদক,29,340,0.44803,0.0,1.22402
তেমনি,2364,496,0.448,0.0,1.224
বৃন্দাবন,213,35,0.44784,0.0,1.22392
বিস্তর,286,105,0.4478,0.0,1.2239
অমল,100,709,0.44727,0.0,1.22364
জালে,96,233,0.44719,0.0,1.22359
সেব,278,262,0.44714,0.0,1.22357
অম্লান,69,86,0.44711,0.0,1.22355
কাসেমের,36,71,0.44706,0.0,1.22353
আলি,231,270,0.4668,0.0101,1.2233
নাথ,55,35,0.44651,0.0,1.22325
মোম,74,97,0.46671,0.0101,1.22325
অপারেটর,20,88,0.44614,0.0,1.22307
