word,count_a,count_b,delta_cos,neighbor_jaccard,change_score
ডেভিড,27,376,0.56587,0.0,1.28294
কৈলাস,50,108,0.56462,0.0,1.28231
ঝিনুক,64,1337,0.56417,0.0,1.28208
হাসিল,254,98,0.56399,0.0,1.282
সাহা,335,243,0.56387,0.0,1.28193
মধুসূদন,250,599,0.56341,0.0,1.28171
তিথি,37,287,0.56291,0.0,1.28146
লীন,24,246,0.56127,0.0,1.28064
নীলা,87,270,0.5604,0.0,1.2802
জেমস,69,51,0.56017,0.0,1.28009
অনাদি,299,21,0.55869,0.0,1.27934
দাস,612,1472,0.64034,0.04167,1.27851
শ্যাম,948,96,0.55487,0.0,1.27743
আলির,33,442,0.55216,0.0,1.27608
প্রীতি,99,551,0.55122,0.0,1.27561
রায়বাহাদুর,120,254,0.55035,0.0,1.27518
ফিরোজ,40,282,0.54864,0.0,1.27432
হামিদ,33,53,0.54854,0.0,1.27427
সিপাহি,133,33,0.54729,0.0,1.27365
দাসু,24,23,0.54687,0.0,1.27344
ইস,464,374,0.54681,0.0,1.2734
ক্যাবলা,801,31,0.54493,0.0,1.27246
কবীর,38,38,0.54421,0.0,1.27211
করবী,21,198,0.54384,0.0,1.27192
গুন্,23,58,0.54297,0.0,1.27149
রামদাস,31,40,0.54251,0.0,1.27125
ইসমাইল,33,102,0.54136,0.0,1.27068
অলক,127,298,0.53948,0.0,1.26974
ফেলু,382,24,0.53908,0.0,1.26954
অণু,62,47,0.53877,0.0,1.26938
তপতীর,336,50,0.53781,0.0,1.2689
লাস,35,41,0.53606,0.0,1.26803
নরেশের,63,57,0.53536,0.0,1.26768
অঙ্,151,207,0.53377,0.0,1.26689
নীতা,145,150,0.5538,0.0101,1.2668
বনমালী,103,113,0.53349,0.0,1.26674
জয়ন্তী,27,201,0.53325,0.0,1.26663
কাকাবাবু,61,2040,0.53275,0.0,1.26638
চিরঞ্জীব,907,32,0.53269,0.0,1.26634
ইউসুফ,89,39,0.53263,0.0,1.26632
কিং,45,97,0.53153,0.0,1.26576
বারে,329,305,0.531,0.0,1.2655
আলি,231,2077,0.61263,0.04167,1.26465
গৌরী,803,49,0.52898,0.0,1.26449
আর্থ,70,50,0.52712,0.0,1.26356
দিবাকর,625,306,0.52521,0.0,1.2626
আবু,435,61,0.52308,0.0,1.26154
লম্বোদর,176,34,0.52294,0.0,1.26147
পিপুল,35,237,0.52154,0.0,1.26077
নিত্য,283,465,0.52078,0.0,1.26039
মিত্তির,151,596,0.52034,0.0,1.26017
গৌরাঙ্গ,96,73,0.51976,0.0,1.25988
ইন্দ্র,76,176,0.5382,0.0101,1.259
শহীদ,479,30,0.51748,0.0,1.25874
মানিক,253,163,0.51522,0.0,1.25761
তাইতে,87,45,0.51483,0.0,1.25742
পুঁটু,60,153,0.5145,0.0,1.25725
স্নেহলতা,24,519,0.51397,0.0,1.25699
দিশা,51,80,0.51364,0.0,1.25682
দুলাল,101,428,0.51075,0.0,1.25538
গফুর,22,248,0.51055,0.0,1.25527
হাবুল,656,142,0.51054,0.0,1.25527
দা,104,349,0.53069,0.0101,1.25524
মিট,64,133,0.50926,0.0,1.25463
অমূল্য,133,204,0.50901,0.0,1.25451
রসুল,107,54,0.52816,0.0101,1.25398
এয়,76,391,0.5075,0.0,1.25375
সুকান্ত,139,27,0.50643,0.0,1.25321
বিনুর,207,731,0.52569,0.0101,1.25274
আমজাদ,423,59,0.50473,0.0,1.25237
দিব্য,74,130,0.50403,0.0,1.25202
সত্যনারায়ণ,28,29,0.50387,0.0,1.25193
গৌর,583,1790,0.50314,0.0,1.25157
খাতুন,121,98,0.50302,0.0,1.25151
সাদেক,106,71,0.50248,0.0,1.25124
মানস,75,149,0.50133,0.0,1.25066
আরিফ,20,67,0.50111,0.0,1.25055
অতসী,526,53,0.50013,0.0,1.25007
রাসেল,87,36,0.50013,0.0,1.25007
নবাব,240,2836,0.53995,0.02041,1.24957
ভারতী,27,291,0.49901,0.0,1.2495
হের,99,84,0.49729,0.0,1.24865
কামাল,72,256,0.49594,0.0,1.24797
ধ্রুব,31,409,0.49495,0.0,1.24748
রবার্ট,54,224,0.49477,0.0,1.24738
হাসান,31,186,0.49445,0.0,1.24723
মদনমোহন,65,84,0.494,0.0,1.247
এমএলএ,65,238,0.49379,0.0,1.24689
সুভদ্,71,196,0.49288,0.0,1.24644
পামা,43,49,0.49177,0.0,1.24588
বিষ্ণুর,78,49,0.4913,0.0,1.24565
রাণীর,34,38,0.49116,0.0,1.24558
বিলাস,83,259,0.49112,0.0,1.24556
সুশান্ত,380,356,0.51005,0.0101,1.24492
ফারুক,384,39,0.48913,0.0,1.24457
হবা,38,77,0.48892,0.0,1.24446
সুনীল,109,227,0.4883,0.0,1.24415
তলে,249,108,0.48745,0.0,1.24372
ফকির,584,255,0.48715,0.0,1.24358
মাদারি,20,183,0.48629,0.0,1.24314
সুধা,190,756,0.50611,0.0101,1.24295
বিনু,138,3071,0.50556,0.0101,1.24268
বেবি,138,122,0.48499,0.0,1.2425
সাধুর,93,164,0.48476,0.0,1.24238
পির,20,124,0.48394,0.0,1.24197
ভাস্কো,26,102,0.48388,0.0,1.24194
মোহন,196,148,0.4837,0.0,1.24185
সামন্ত,112,236,0.4828,0.0,1.2414
ক্যাপ্ট,146,1148,0.4824,0.0,1.2412
পরিমল,21,189,0.48169,0.0,1.24084
অধর,203,132,0.4811,0.0,1.24055
হচ্ছিলো,29,148,0.48101,0.0,1.24051
অর্জুন,103,513,0.50092,0.0101,1.24036
প্রতাপ,148,162,0.48059,0.0,1.2403
টুনি,89,78,0.50077,0.0101,1.24028
শচীন,58,191,0.48008,0.0,1.24004
রাই,60,67,0.48,0.0,1.24
ভৈর,49,65,0.4796,0.0,1.2398
ষোড়শী,56,24,0.47955,0.0,1.23977
অঞ্জ,32,118,0.47848,0.0,1.23924
অর,48,464,0.5614,0.04167,1.23903
চুনী,58,28,0.47745,0.0,1.23873
অবনী,1223,346,0.47736,0.0,1.23868
তরুণ,288,1269,0.47691,0.0,1.23845
সুধাকর,232,175,0.47666,0.0,1.23833
অনন্য,36,270,0.47658,0.0,1.23829
রেণু,856,86,0.49654,0.0101,1.23817
মিয়া,286,285,0.49601,0.0101,1.23791
ঝর্ণা,46,29,0.47555,0.0,1.23777
সুজাতা,205,467,0.49527,0.0101,1.23753
হেয়,41,237,0.47442,0.0,1.23721
নিরঞ্জন,76,70,0.4739,0.0,1.23695
টিম,74,132,0.47389,0.0,1.23694
বিজ্ঞানী,66,372,0.47365,0.0,1.23683
পাইলট,29,307,0.47334,0.0,1.23667
বিনয়,817,852,0.47289,0.0,1.23645
অনিমেষ,144,5062,0.4928,0.0101,1.2363
পলাশ,52,209,0.47199,0.0,1.23599
কাজী,152,128,0.51108,0.02041,1.23513
নকুড়,406,79,0.49044,0.0101,1.23512
কুম,184,295,0.47016,0.0,1.23508
সুলতান,256,358,0.47002,0.0,1.23501
বরদা,57,31,0.46998,0.0,1.23499
হোস,605,485,0.53148,0.03093,1.23481
শশধরবাবু,24,44,0.4693,0.0,1.23465
নিখিল,136,212,0.46842,0.0,1.23421
অভিজিৎ,60,32,0.46823,0.0,1.23412
সুজ,83,197,0.46767,0.0,1.23383
বিষ্ণু,324,176,0.46675,0.0,1.23337
অতুল,139,77,0.46637,0.0,1.23319
হাজি,180,103,0.50634,0.02041,1.23276
আলম,275,415,0.48568,0.0101,1.23274
রজনী,92,264,0.46484,0.0,1.23242
কতা,26,507,0.4643,0.0,1.23215
বাঘা,91,217,0.48415,0.0101,1.23198
কারে,113,48,0.4635,0.0,1.23175
শ্রী,88,64,0.46307,0.0,1.23153
হিয়া,30,119,0.46289,0.0,1.23144
চৌধুরি,34,124,0.46287,0.0,1.23143
পাতি,41,71,0.46259,0.0,1.23129
রাজু,83,68,0.46253,0.0,1.23126
দুর্গা,758,517,0.46184,0.0,1.23092
বাধে,73,129,0.46146,0.0,1.23073
সুকুম,409,346,0.46117,0.0,1.23059
সত্যবতী,119,73,0.48132,0.0101,1.23056
হরিদাস,216,200,0.46108,0.0,1.23054
রুমা,46,131,0.48104,0.0101,1.23042
পীর,195,120,0.46074,0.0,1.23037
ফটিক,281,440,0.48085,0.0101,1.23032
প্রতিমা,41,183,0.46025,0.0,1.23012
ক্ষিতীশ,31,358,0.46022,0.0,1.23011
বিমলবাবুর,43,49,0.45984,0.0,1.22992
অলি,22,24,0.4597,0.0,1.22985
সুরেশ্বর,1284,82,0.45961,0.0,1.22981
অক্ষয়,76,158,0.45921,0.0,1.2296
ভট্টাচার্য,133,233,0.45865,0.0,1.22933
রাধা,1012,267,0.45849,0.0,1.22924
প্রিয়নাথ,116,164,0.45813,0.0,1.22906
বাদশ,94,106,0.47817,0.0101,1.22898
বিরাম,58,82,0.45685,0.0,1.22842
অশোক,442,501,0.47689,0.0101,1.22834
ফণী,22,179,0.45617,0.0,1.22809
ওয়াইল্ড,35,20,0.45594,0.0,1.22797
হরি,203,660,0.45565,0.0,1.22783
নিবারণ,280,406,0.45501,0.0,1.2275
মাধুরী,843,250,0.47511,0.0101,1.22745
অমর,178,242,0.45435,0.0,1.22717
তুষ,931,226,0.45277,0.0,1.22638
সোনালী,65,279,0.45264,0.0,1.22632
বাহাদুর,362,439,0.493,0.02041,1.22609
লিলি,142,96,0.47193,0.0101,1.22586
রহমান,731,893,0.45154,0.0,1.22577
বুলা,134,291,0.45127,0.0,1.22564
কোতোয়াল,40,73,0.45073,0.0,1.22537
বিজন,61,194,0.45037,0.0,1.22518
বুলবুল,398,241,0.45024,0.0,1.22512
বিপিনবাবু,81,98,0.4496,0.0,1.2248
হিরণ,28,735,0.44956,0.0,1.22478
রামানন্দ,58,198,0.44949,0.0,1.22474
নরোত্তম,70,242,0.44939,0.0,1.22469
শৈল,56,97,0.44912,0.0,1.22456
আদিত্য,432,65,0.44906,0.0,1.22453
আজব,122,98,0.44903,0.0,1.22451
শ্রাবণী,72,205,0.44903,0.0,1.22451
সূর্যর,559,62,0.44861,0.0,1.22431
মাসুদ,54,284,0.44838,0.0,1.22419
সাধুচরণ,69,75,0.44819,0.0,1.22409
জগন্নাথ,166,131,0.46828,0.0101,1.22404
মিঞ,286,148,0.46807,0.0101,1.22393
সাধু,438,678,0.44778,0.0,1.22389
হিল,87,72,0.46694,0.0101,1.22337
জনা,106,160,0.46681,0.0101,1.22331
মিশ্র,159,174,0.46635,0.0101,1.22308
সারদা,111,69,0.44601,0.0,1.223
পালিত,124,45,0.44577,0.0,1.22288
মনোজ,27,371,0.44571,0.0,1.22286
মাধবী,150,104,0.4657,0.0101,1.22275
যদু,84,42,0.44549,0.0,1.22274
হালদ,272,238,0.46526,0.0101,1.22253
বিজয়া,292,40,0.48577,0.02041,1.22248
মধু,272,508,0.44482,0.0,1.22241
পিপ,50,35,0.44464,0.0,1.22232
নিতা,207,721,0.4643,0.0101,1.22205
লোকনাথ,67,45,0.44409,0.0,1.22205
কলোনীর,76,38,0.46427,0.0101,1.22203
রতনবাবু,192,34,0.46396,0.0101,1.22188
কু,28,78,0.44323,0.0,1.22162
স্যামুয়েল,49,46,0.44324,0.0,1.22162
রুস্তম,33,50,0.44304,0.0,1.22152
পীতাম্বর,87,154,0.44296,0.0,1.22148
ফরেস্ট,28,681,0.44226,0.0,1.22113
আগা,79,62,0.44206,0.0,1.22103
রাজীব,217,130,0.44158,0.0,1.22079
গেলো,159,918,0.44071,0.0,1.22035
শ্রীধর,120,25,0.4407,0.0,1.22035
কাফ,151,54,0.44065,0.0,1.22032
হোল,88,64,0.44054,0.0,1.22027
সুভদ্র,62,86,0.44029,0.0,1.22014
ছোটমামা,24,519,0.43981,0.0,1.2199
অবিনাশ,313,308,0.43934,0.0,1.21967
বিকাশ,442,389,0.43913,0.0,1.21957
পতিতপাবন,21,80,0.4389,0.0,1.21945
রামচরণ,177,35,0.43804,0.0,1.21902
মিতা,52,119,0.43768,0.0,1.21884
কাবেরী,249,52,0.43721,0.0,1.2186
উদিত,164,35,0.43698,0.0,1.21849
কটি,171,278,0.43651,0.0,1.21825
রেশম,37,103,0.43631,0.0,1.21816
মেজর,147,462,0.47695,0.02041,1.21807
কিম্বা,194,54,0.43591,0.0,1.21795
মনুর,65,52,0.43581,0.0,1.2179
একসাথে,93,123,0.43554,0.0,1.21777
চাইলো,25,107,0.43495,0.0,1.21748
লিজ,57,78,0.43423,0.0,1.21711
সুদীপ,88,2306,0.43415,0.0,1.21708
কুসুম,66,198,0.43397,0.0,1.21698
ভীম,61,483,0.43367,0.0,1.21683
সুব,246,46,0.43364,0.0,1.21682
বীথি,313,170,0.43329,0.0,1.21665
সুবোধ,213,146,0.43323,0.0,1.21661
নেপোলিয়ন,24,86,0.43277,0.0,1.21639
মেমসাহেব,680,282,0.45272,0.0101,1.21626
ইতু,74,57,0.43224,0.0,1.21612
আলেফ,21,28,0.43207,0.0,1.21604
তাতা,23,182,0.43145,0.0,1.21572
লাট,87,82,0.43139,0.0,1.21569
রাম,870,679,0.51462,0.04167,1.21565
আব্ব,95,101,0.45129,0.0101,1.21554
কালু,135,128,0.43103,0.0,1.21551
মোহনলাল,52,114,0.431,0.0,1.2155
টালি,43,124,0.43097,0.0,1.21548
কানা,402,324,0.45096,0.0101,1.21538
মালতী,169,329,0.43069,0.0,1.21534
অসীম,450,656,0.43065,0.0,1.21532
কণা,145,89,0.43031,0.0,1.21516
ললিত,140,31,0.43025,0.0,1.21512
দোলগোবিন্দ,22,41,0.43001,0.0,1.215
বাদশা,201,237,0.45017,0.0101,1.21498
সুন্দরলাল,90,29,0.42951,0.0,1.21475
প্রয়াগ,32,38,0.4294,0.0,1.2147
ওয়,32,68,0.42936,0.0,1.21468
কান্তি,23,121,0.44957,0.0101,1.21468
নিশীথ,45,48,0.42901,0.0,1.21451
শ্রীমতী,212,76,0.46981,0.02041,1.2145
ফরিদ,119,33,0.42871,0.0,1.21435
বঙ্কিম,109,198,0.42864,0.0,1.21432
সাধন,585,306,0.4487,0.0101,1.21425
মন্দাকিনী,71,32,0.4284,0.0,1.2142
সেইসব,132,347,0.42793,0.0,1.21396
নবীন,578,448,0.44802,0.0101,1.21391
সুধীর,176,169,0.42767,0.0,1.21384
যুধিষ্ঠির,110,556,0.44782,0.0101,1.21381
কুঠি,77,100,0.42728,0.0,1.21364
মতি,99,106,0.42706,0.0,1.21353
মথু,31,28,0.42698,0.0,1.21349
লীলা,683,143,0.44711,0.0101,1.21346
হেনরী,24,57,0.42678,0.0,1.21339
যশোদা,57,124,0.42639,0.0,1.2132
অনিল,129,32,0.42632,0.0,1.21316
সরলা,30,169,0.4261,0.0,1.21305
মনসুর,41,132,0.44614,0.0101,1.21297
সৌরভ,41,288,0.4258,0.0,1.2129
হরির,21,170,0.42566,0.0,1.21283
সুবীর,195,298,0.42565,0.0,1.21282
চেতন,158,134,0.4452,0.0101,1.2125
কোর্স,21,158,0.44498,0.0101,1.21239
বসন্তবাবু,58,68,0.42472,0.0,1.21236
সলিল,68,171,0.42464,0.0,1.21232
শেখের,54,32,0.42454,0.0,1.21227
মনা,80,28,0.42431,0.0,1.21216
দাসমশা,52,71,0.42413,0.0,1.21207
নিব,52,64,0.42379,0.0,1.21189
অবলীলাক্রমে,45,40,0.42359,0.0,1.2118
বংশী,668,132,0.42296,0.0,1.21148
পিট,52,69,0.42291,0.0,1.21146
ক্যাম্প,61,358,0.44296,0.0101,1.21138
শিবানী,106,438,0.44221,0.0101,1.211
রেঞ্জ,23,138,0.42171,0.0,1.21085
নিগ্রো,35,121,0.42169,0.0,1.21084
আগত,26,72,0.42154,0.0,1.21077
কমলা,98,615,0.42136,0.0,1.21068
সত্যজিৎ,211,31,0.42131,0.0,1.21065
সুবল,208,86,0.4213,0.0,1.21065
গণি,44,52,0.42128,0.0,1.21064
রাঘব,97,240,0.42113,0.0,1.21057
হোসেনের,118,91,0.42111,0.0,1.21056
দ্যা,20,104,0.42001,0.0,1.21
ভবতোষ,55,156,0.42001,0.0,1.21
রবি,281,280,0.41986,0.0,1.20993
দয়াল,108,38,0.4198,0.0,1.2099
অরুণ,221,619,0.41975,0.0,1.20987
বিশ্বনাথ,61,226,0.41964,0.0,1.20982
নিমা,157,83,0.41815,0.0,1.20908
সত্যকাম,110,69,0.41746,0.0,1.20873
সহদেব,48,39,0.41738,0.0,1.20869
ছোটমা,196,428,0.41732,0.0,1.20866
বিপিন,354,59,0.41702,0.0,1.20851
হীর,417,470,0.47855,0.03093,1.20835
সোম,225,1130,0.43667,0.0101,1.20823
তনু,52,54,0.41628,0.0,1.20814
প্রশান্ত,281,220,0.4159,0.0,1.20795
রানি,44,110,0.41575,0.0,1.20787
নিশিকান্ত,72,124,0.41571,0.0,1.20786
ন্যাড়,28,72,0.43543,0.0101,1.20762
অনাথ,342,128,0.41522,0.0,1.20761
রাবণ,80,172,0.45602,0.02041,1.2076
পাণ্ডা,47,63,0.41493,0.0,1.20747
নিশিকান্তর,41,26,0.41398,0.0,1.20699
সবিত,172,33,0.41389,0.0,1.20695
অমল,100,327,0.41386,0.0,1.20693
ভাস্কর,296,372,0.4138,0.0,1.2069
খলিল,86,24,0.41328,0.0,1.20664
ভীষণভাবে,61,62,0.41279,0.0,1.2064
যেরকম,185,308,0.43295,0.0101,1.20637
গায়ত্রী,119,29,0.41265,0.0,1.20632
একখানি,247,208,0.41256,0.0,1.20628
ঝাঁকা,32,104,0.4124,0.0,1.2062
অভি,52,84,0.41234,0.0,1.20617
জাফর,147,60,0.41228,0.0,1.20614
জো,212,266,0.41221,0.0,1.2061
সেইরকম,155,359,0.43226,0.0101,1.20603
আশু,116,71,0.41204,0.0,1.20602
মকবুল,100,241,0.4118,0.0,1.2059
গানাদো,400,22,0.41155,0.0,1.20578
ভিখু,20,97,0.41141,0.0,1.2057
মিয়,64,77,0.43128,0.0101,1.20554
বাসন্তী,43,108,0.41075,0.0,1.20537
গদাধর,29,120,0.41049,0.0,1.20525
বসাক,334,33,0.41044,0.0,1.20522
মরিয়ম,301,921,0.45108,0.02041,1.20513
কাস,34,96,0.40946,0.0,1.20473
কেবল,3212,2056,0.42942,0.0101,1.20461
ঘোষ,575,1061,0.49219,0.04167,1.20443
বুড়ির,116,610,0.40878,0.0,1.20439
লিজা,178,90,0.40876,0.0,1.20438
যোগ,725,930,0.40866,0.0,1.20433
ব্ল্যাক,85,191,0.40851,0.0,1.20426
ডোম,139,52,0.40781,0.0,1.2039
পরেশ,164,147,0.40779,0.0,1.2039
মেহের,46,65,0.40717,0.0,1.20359
আঙুর,235,79,0.40715,0.0,1.20358
সুলতা,140,86,0.40668,0.0,1.20334
নারদ,68,48,0.40627,0.0,1.20314
মহীতোষ,334,500,0.42643,0.0101,1.20311
রোজি,22,120,0.40586,0.0,1.20293
হারাধন,226,194,0.40565,0.0,1.20283
যন্ত্রে,40,64,0.40544,0.0,1.20272
কোরান,44,141,0.40523,0.0,1.20262
রসিক,287,179,0.42542,0.0101,1.20261
ব্যোমকেশ,1786,68,0.46655,0.03093,1.20235
শ্যামলী,112,37,0.4045,0.0,1.20225
সিন,42,52,0.40432,0.0,1.20216
বলিল,2420,88,0.46608,0.03093,1.20211
একখান,28,248,0.42427,0.0101,1.20203
জুয়েল,25,84,0.40393,0.0,1.20197
তুলি,212,210,0.40375,0.0,1.20187
বন্যা,105,395,0.4239,0.0101,1.20185
পার্বতী,80,41,0.40356,0.0,1.20178
শিরিন,179,35,0.40328,0.0,1.20164
সীত,54,192,0.40313,0.0,1.20156
বিনায়ক,167,53,0.40308,0.0,1.20154
পোর্ট,34,132,0.40283,0.0,1.20141
মহারাজ,695,872,0.40275,0.0,1.20137
চিত্,124,158,0.42292,0.0101,1.20136
অন্ত,270,84,0.40258,0.0,1.20129
বাপজান,107,20,0.40254,0.0,1.20127
নন্দী,132,175,0.42272,0.0101,1.20126
গুপী,51,71,0.42235,0.0101,1.20107
সেজন্যে,184,265,0.40199,0.0,1.20099
বারংবার,86,174,0.40187,0.0,1.20094
সুপ্রিয়,62,56,0.40155,0.0,1.20077
হীরু,75,220,0.40152,0.0,1.20076
সাথে,1812,3193,0.4015,0.0,1.20075
সতী,196,84,0.40144,0.0,1.20072
অমিয়া,78,77,0.40128,0.0,1.20064
প্রভাস,220,38,0.40094,0.0,1.20047
ব্যাস,66,180,0.42108,0.0101,1.20044
তাহ,48,62,0.40079,0.0,1.2004
খুলি,133,189,0.42093,0.0101,1.20036
বোস,458,1395,0.44114,0.02041,1.20016
শের,30,36,0.40011,0.0,1.20005
রঞ্জু,25,156,0.39978,0.0,1.19989
সিং,933,775,0.46155,0.03093,1.19985
বিশুদা,81,86,0.39954,0.0,1.19977
সেন,1107,1594,0.46112,0.03093,1.19963
মুনির,36,227,0.39904,0.0,1.19952
পরমেশ্বর,59,31,0.39895,0.0,1.19948
খাজা,106,29,0.39863,0.0,1.19932
হাফিজ,150,40,0.39861,0.0,1.19931
দাগা,33,41,0.39856,0.0,1.19928
মিঞা,612,596,0.43915,0.02041,1.19917
হয়েছিলো,29,216,0.39691,0.0,1.19845
মোহিনী,72,83,0.39653,0.0,1.19826
জি,159,588,0.45825,0.03093,1.1982
অন্তর,569,337,0.43714,0.02041,1.19816
বাস্তবিক,115,131,0.39619,0.0,1.1981
মিনু,149,134,0.39598,0.0,1.19799
হীরে,28,219,0.41594,0.0101,1.19787
ম্যাজিশিয়ান,25,56,0.39564,0.0,1.19782
নিতাইয়,50,126,0.39562,0.0,1.19781
নীলু,158,461,0.39533,0.0,1.19766
কুহু,211,20,0.39514,0.0,1.19757
কল্যাণী,164,109,0.39511,0.0,1.19755
দুটা,68,57,0.39507,0.0,1.19753
গণেশ,242,299,0.43584,0.02041,1.19751
এমনকি,362,627,0.39416,0.0,1.19708
মণিকা,308,627,0.41431,0.0101,1.19705
তাপস,220,252,0.39405,0.0,1.19703
মেমসাহেবের,205,80,0.41406,0.0101,1.19693
গৌরীর,249,23,0.3938,0.0,1.1969
দীপ্ত,159,70,0.39373,0.0,1.19687
প্রফুল্ল,49,176,0.39367,0.0,1.19684
জনাব,229,226,0.39321,0.0,1.19661
গণেশের,69,60,0.39304,0.0,1.19652
আশ্রম,312,145,0.39283,0.0,1.19642
নাড়ু,80,27,0.39281,0.0,1.19641
শান,99,56,0.39265,0.0,1.19632
রমা,74,221,0.39257,0.0,1.19629
তারপরে,908,875,0.39251,0.0,1.19625
রেবা,23,101,0.39237,0.0,1.19619
বাড়ীর,35,39,0.39226,0.0,1.19613
মাধব,121,106,0.39222,0.0,1.19611
দীপ্তি,437,96,0.39209,0.0,1.19605
শেখ,512,364,0.47528,0.04167,1.19597
উপ,60,47,0.39184,0.0,1.19592
ধীরাজ,65,24,0.39168,0.0,1.19584
নিয়ন্ত্রণ,70,175,0.39121,0.0,1.19561
দুর্জয়,67,65,0.39111,0.0,1.19555
গুরু,429,758,0.4744,0.04167,1.19553
নাস,29,100,0.41087,0.0101,1.19533
মহাদেব,68,190,0.39056,0.0,1.19528
সীতা,142,501,0.43114,0.02041,1.19516
সেবক,123,43,0.39033,0.0,1.19516
রঘু,160,302,0.39028,0.0,1.19514
জয়রাম,37,56,0.39012,0.0,1.19506
কয়েদি,297,25,0.39009,0.0,1.19504
গিরি,48,31,0.38976,0.0,1.19488
সুবোধবাবু,72,62,0.3897,0.0,1.19485
বীর,307,330,0.43036,0.02041,1.19477
বৌঠান,459,24,0.38955,0.0,1.19477
ওয়েস্টার্ন,24,33,0.38913,0.0,1.19457
বিগ্রহ,170,75,0.38902,0.0,1.19451
গাইড,27,200,0.40857,0.0101,1.19419
ইয়াসিন,81,55,0.38801,0.0,1.19401
শরদিন্দু,143,20,0.38798,0.0,1.19399
সুনন্দা,395,154,0.40813,0.0101,1.19397
মিস্ত্রি,50,152,0.3878,0.0,1.1939
খোকা,307,849,0.42847,0.02041,1.19383
ভূতনাথবাবু,159,21,0.3874,0.0,1.1937
অনীক,60,87,0.38696,0.0,1.19348
খোকন,399,465,0.4071,0.0101,1.19345
রোল,77,205,0.38687,0.0,1.19343
গোপ,51,28,0.38655,0.0,1.19328
বিদেশি,133,443,0.38652,0.0,1.19326
গৌরব,74,208,0.3865,0.0,1.19325
রামু,33,91,0.38645,0.0,1.19322
