word,count_a,count_b,delta_cos,neighbor_jaccard,change_score
ভাঙ্গা,108,50,0.55699,0.0,1.27849
বিনোদিনী,284,54,0.55605,0.0,1.27802
তুহিন,29,60,0.55572,0.0,1.27786
স্টারের,81,26,0.57576,0.0101,1.27778
লুসি,226,35,0.55541,0.0,1.2777
ভৈর,115,198,0.55437,0.0,1.27719
ফার্নান্দো,84,20,0.55423,0.0,1.27711
রাহা,70,303,0.57362,0.0101,1.27671
আব্দুল,69,1014,0.57302,0.0101,1.27641
সাধক,101,707,0.55281,0.0,1.27641
মুন,216,127,0.55274,0.0,1.27637
মৃণাল,179,25,0.5523,0.0,1.27615
সজীব,74,88,0.55196,0.0,1.27598
মহানগর,25,451,0.55036,0.0,1.27518
মান্টো,35,103,0.55028,0.0,1.27514
যেনো,416,128,0.54982,0.0,1.27491
মিত,32,134,0.54899,0.0,1.2745
অনিল,594,62,0.54895,0.0,1.27447
বুল,79,47,0.54775,0.0,1.27388
লােক,43,22,0.54699,0.0,1.2735
নিবেদিত,176,32,0.54596,0.0,1.27298
অনশন,63,60,0.54594,0.0,1.27297
তাজ,83,53,0.54559,0.0,1.2728
বেন,53,55,0.54497,0.0,1.27248
রাজ,309,311,0.5448,0.0,1.2724
এড,58,26,0.54352,0.0,1.27176
দীপ,907,134,0.54324,0.0,1.27162
জ্যাকসন,104,103,0.54248,0.0,1.27124
যৌথ,135,356,0.56254,0.0101,1.27117
পাকিস্থানে,43,23,0.54209,0.0,1.27104
রণবীর,46,151,0.54177,0.0,1.27089
উত্তম,180,205,0.5413,0.0,1.27065
গিয়াস,162,68,0.54118,0.0,1.27059
আব্রাহাম,26,127,0.54085,0.0,1.27042
সুভদ্র,115,90,0.54056,0.0,1.27028
বাকী,64,42,0.53958,0.0,1.26979
পথিক,114,88,0.5382,0.0,1.2691
সুজন,223,168,0.53808,0.0,1.26904
সাহা,241,330,0.53712,0.0,1.26856
ফয়েজ,208,42,0.53658,0.0,1.26829
কৈলাস,131,50,0.53651,0.0,1.26826
অমিত,493,258,0.53638,0.0,1.26819
মোম,133,97,0.55576,0.0101,1.26778
মহিমা,184,95,0.53522,0.0,1.26761
লিটন,276,178,0.53512,0.0,1.26756
বাঘিনী,131,36,0.53505,0.0,1.26752
সেলিম,310,294,0.53461,0.0,1.26731
সাজি,33,31,0.53443,0.0,1.26721
জবাবে,148,650,0.53386,0.0,1.26693
রোধে,20,70,0.53378,0.0,1.26689
হাফিজ,47,148,0.53348,0.0,1.26674
আবির,35,42,0.53344,0.0,1.26672
কত্তা,402,34,0.53335,0.0,1.26668
হ্যারিসন,47,206,0.53303,0.0,1.26652
মোহিনী,205,151,0.53284,0.0,1.26642
হেম,420,285,0.53278,0.0,1.26639
মিস,620,619,0.53249,0.0,1.26625
মার্ক,135,124,0.53204,0.0,1.26602
বিরাজ,105,229,0.53188,0.0,1.26594
গির্জ,78,30,0.53174,0.0,1.26587
লুইস,29,52,0.53172,0.0,1.26586
গিরিশ,410,28,0.53139,0.0,1.26569
বললো,1879,577,0.55116,0.0101,1.26548
যজ্ঞেশ্বর,20,345,0.53096,0.0,1.26548
অমিয়,518,30,0.53073,0.0,1.26536
কার্ল,151,78,0.53068,0.0,1.26534
রসিক,199,401,0.53065,0.0,1.26532
আকবর,186,660,0.63519,0.05263,1.26497
মিন,439,222,0.52982,0.0,1.26491
মারিয়ার,548,46,0.5291,0.0,1.26455
সতীর্থ,27,74,0.52879,0.0,1.2644
সাত্যকি,48,31,0.5286,0.0,1.2643
রাশেদ,1379,1775,0.54818,0.0101,1.26399
বিল্লাহ,156,37,0.52785,0.0,1.26393
আশু,319,21,0.5276,0.0,1.2638
সিল,101,251,0.52754,0.0,1.26377
খোকন,1063,71,0.52749,0.0,1.26374
ঝিল,307,438,0.52728,0.0,1.26364
শরিফ,69,158,0.54723,0.0101,1.26351
খালেক,165,62,0.54676,0.0101,1.26328
ব্যাংক,303,2059,0.54624,0.0101,1.26302
ডলি,891,99,0.52592,0.0,1.26296
কিশোর,1344,439,0.52567,0.0,1.26283
ব্ল্যাকহোল,100,23,0.52474,0.0,1.26237
খিলজি,39,155,0.52466,0.0,1.26233
কিংবদন্তি,111,158,0.52465,0.0,1.26232
স্যাম,51,125,0.52446,0.0,1.26223
আদিত্য,1147,244,0.52392,0.0,1.26196
বুলবুল,108,409,0.52359,0.0,1.26179
ভার্জিনিয়া,24,47,0.52358,0.0,1.26179
সু,48,40,0.52316,0.0,1.26158
ইসলামের,104,531,0.52277,0.0,1.26139
মিতা,95,714,0.52265,0.0,1.26133
জো,321,107,0.52265,0.0,1.26132
সাদ,39,36,0.5224,0.0,1.2612
তেলাপোকা,100,57,0.52193,0.0,1.26097
শওকত,571,220,0.52131,0.0,1.26066
রেশমি,333,22,0.52102,0.0,1.26051
উদ্যোক্তা,74,249,0.52096,0.0,1.26048
অধিনায়ক,99,297,0.5208,0.0,1.2604
ভুবন,169,109,0.52068,0.0,1.26034
জগন্নাথ,231,159,0.52028,0.0,1.26014
রাজকুম,299,48,0.51995,0.0,1.25997
শোভন,264,108,0.51961,0.0,1.25981
খ্যাপা,82,215,0.51959,0.0,1.25979
পীতাম্বর,124,92,0.51957,0.0,1.25978
ঘনাদা,68,68,0.51928,0.0,1.25964
রাজীব,220,300,0.5186,0.0,1.2593
ফেসবুক,33,456,0.51852,0.0,1.25926
ওমর,103,140,0.51833,0.0,1.25917
রূপক,169,88,0.51827,0.0,1.25913
সিম,33,67,0.51805,0.0,1.25903
ইসমাইল,73,116,0.51789,0.0,1.25895
রফিকুল,114,405,0.5179,0.0,1.25895
তৈরী,432,79,0.51761,0.0,1.2588
ভিডিওর,24,98,0.5176,0.0,1.2588
সুশোভন,139,75,0.5176,0.0,1.2588
অভিনয়ে,32,203,0.51734,0.0,1.25867
মমতা,265,301,0.51727,0.0,1.25864
রনি,201,169,0.53726,0.0101,1.25853
সুবল,165,63,0.51674,0.0,1.25837
ফাউল,256,67,0.51621,0.0,1.2581
শ্যামল,235,76,0.51603,0.0,1.25801
দুলাল,261,70,0.51439,0.0,1.25719
লিলি,202,298,0.51414,0.0,1.25707
শাওন,305,457,0.53425,0.0101,1.25702
জ্যেষ্ঠ,103,363,0.51386,0.0,1.25693
রেড,181,217,0.53394,0.0101,1.25687
স্টুয়ার্ট,98,35,0.51342,0.0,1.25671
প্রতিমা,344,65,0.5133,0.0,1.25665
গ্রাহক,29,381,0.51302,0.0,1.25651
জাজ,31,68,0.51267,0.0,1.25633
চক্ষু,481,68,0.5323,0.0101,1.25605
রক্তিম,41,137,0.51187,0.0,1.25593
আসনে,287,1002,0.53203,0.0101,1.25592
জরিনা,218,428,0.53184,0.0101,1.25582
আবদুল,414,714,0.53137,0.0101,1.25558
মিত্র,453,529,0.53137,0.0101,1.25558
তারিণী,328,250,0.51078,0.0,1.25539
সিটি,201,925,0.51026,0.0,1.25513
গোলক,155,88,0.51001,0.0,1.255
উত্ত,28,86,0.50982,0.0,1.25491
পর্যায়ক্রমে,30,88,0.50953,0.0,1.25476
তারকা,39,508,0.50931,0.0,1.25466
তিমির,33,107,0.50909,0.0,1.25455
সৌম্য,135,63,0.5091,0.0,1.25455
শহিদ,154,60,0.50895,0.0,1.25447
সহকারী,184,710,0.50893,0.0,1.25446
গ্যাব্রিয়েল,44,27,0.50887,0.0,1.25444
মল্লিক,492,135,0.50847,0.0,1.25423
শিশির,422,137,0.52843,0.0101,1.25412
জোনাকি,184,103,0.50815,0.0,1.25408
অনুপম,139,148,0.50766,0.0,1.25383
আজা,31,20,0.50764,0.0,1.25382
কমপ্লেক্স,79,148,0.52767,0.0101,1.25373
তামিল,86,84,0.54801,0.02041,1.25359
কোচ,75,634,0.50688,0.0,1.25344
এক্স,124,153,0.50645,0.0,1.25322
শরিক,88,72,0.50639,0.0,1.25319
অনুশীলন,133,146,0.50616,0.0,1.25308
হনুমান,354,73,0.5259,0.0101,1.25285
ভূমি,275,189,0.5056,0.0,1.2528
স্কেল,104,159,0.52577,0.0101,1.25278
অবহেল,64,80,0.50545,0.0,1.25273
হাসনাত,50,101,0.50531,0.0,1.25266
জয়নাল,433,212,0.52549,0.0101,1.25264
কাফ,67,51,0.50509,0.0,1.25254
পাপা,96,20,0.50502,0.0,1.25251
জোন্স,46,53,0.50494,0.0,1.25247
ইরফান,259,21,0.50474,0.0,1.25237
মমিন,22,21,0.50475,0.0,1.25237
সুমনা,241,118,0.50454,0.0,1.25227
হান্নান,89,90,0.50442,0.0,1.25221
হালে,89,21,0.50401,0.0,1.25201
দুইয়ে,46,52,0.50382,0.0,1.25191
ফিলিং,40,158,0.50373,0.0,1.25187
চিপ,27,94,0.50357,0.0,1.25179
সিসি,39,96,0.50344,0.0,1.25172
যাচ,280,52,0.50342,0.0,1.25171
মামুন,478,201,0.5029,0.0,1.25145
রুমা,42,187,0.50244,0.0,1.25122
হারি,71,50,0.50242,0.0,1.25121
চাক,132,33,0.50188,0.0,1.25094
মারি,194,85,0.50093,0.0,1.25046
সুমিত,20,129,0.50074,0.0,1.25037
ক্ষণে,125,71,0.52067,0.0101,1.25023
করেছিলো,259,41,0.50043,0.0,1.25022
উৎপল,183,97,0.49991,0.0,1.24995
ওয়াশিংটন,37,304,0.51969,0.0101,1.24974
সাট,32,53,0.49947,0.0,1.24974
অপুর,395,29,0.49933,0.0,1.24966
তাহ,1750,99,0.51949,0.0101,1.24964
দাউদ,21,48,0.49924,0.0,1.24962
নিবে,189,53,0.49889,0.0,1.24945
জেমস,98,152,0.51907,0.0101,1.24943
বিপ্লব,608,541,0.51902,0.0101,1.24941
ফিরোজ,299,93,0.4982,0.0,1.2491
পুল,539,326,0.51838,0.0101,1.24909
ভার্মা,302,20,0.51835,0.0101,1.24907
রাশে,424,368,0.49807,0.0,1.24903
কালা,237,143,0.49804,0.0,1.24902
লিলির,48,110,0.49803,0.0,1.24902
তেলের,158,460,0.49801,0.0,1.24901
নিক্ষেপ,97,98,0.49791,0.0,1.24896
বিল,802,428,0.518,0.0101,1.2489
জসিম,41,54,0.49757,0.0,1.24879
মনজুর,337,45,0.49746,0.0,1.24873
সানা,79,46,0.51747,0.0101,1.24863
বৈভব,39,33,0.497,0.0,1.2485
নবকুম,103,53,0.4967,0.0,1.24835
সিংএর,244,24,0.49649,0.0,1.24824
শান,63,175,0.49622,0.0,1.24811
শেফ,93,33,0.49599,0.0,1.248
আমন,50,26,0.49593,0.0,1.24796
বাদী,28,208,0.4955,0.0,1.24775
পো,77,33,0.49515,0.0,1.24757
রিয়া,679,50,0.51531,0.0101,1.24755
প্রিয়নাথ,657,218,0.51508,0.0101,1.24744
শুভ্র,142,207,0.49447,0.0,1.24723
শিক্ষার্থী,23,1502,0.4942,0.0,1.2471
বায়ু,165,184,0.51391,0.0101,1.24685
ফিফ,105,222,0.51369,0.0101,1.24674
প্রীতি,91,113,0.49342,0.0,1.24671
বাবুর,342,177,0.49341,0.0,1.24671
ভাস্কর,219,246,0.51292,0.0101,1.24636
বাছা,275,178,0.49268,0.0,1.24634
জোনাথন,136,32,0.49245,0.0,1.24623
মাহা,128,34,0.49237,0.0,1.24619
ইমতিয়াজ,144,39,0.49218,0.0,1.24609
প্ল্যাটফর্ম,180,295,0.51224,0.0101,1.24602
যুগ্ম,23,295,0.49197,0.0,1.24599
শিউ,539,66,0.53261,0.02041,1.2459
ইয়াসিন,147,33,0.49173,0.0,1.24587
আরুণি,56,42,0.49087,0.0,1.24543
অনিকেত,123,72,0.49081,0.0,1.24541
আমিন,89,397,0.55244,0.03093,1.24529
বিবি,511,130,0.51043,0.0101,1.24511
কালাচান,73,90,0.49019,0.0,1.24509
মল্লিকা,42,88,0.49007,0.0,1.24504
অয়ন,278,749,0.49005,0.0,1.24503
সুরমা,130,42,0.49004,0.0,1.24502
ব্রায়ান,29,362,0.48996,0.0,1.24498
ফখরুল,36,222,0.48979,0.0,1.24489
নিউজিল্যান্ড,35,156,0.48969,0.0,1.24484
ভাবুন,118,94,0.48965,0.0,1.24482
রাজধানীর,38,961,0.5098,0.0101,1.2448
বরুণ,81,56,0.50976,0.0101,1.24478
শের,99,304,0.48916,0.0,1.24458
কালু,566,43,0.48906,0.0,1.24453
মমতাজ,101,106,0.48874,0.0,1.24437
ফাদা,178,231,0.50859,0.0101,1.24419
বজলুর,157,31,0.4883,0.0,1.24415
শীর্ষে,33,144,0.48818,0.0,1.24409
প্রেস,396,249,0.48788,0.0,1.24394
ফিরোজা,322,22,0.48759,0.0,1.2438
ঝিনুক,570,37,0.50765,0.0101,1.24372
ম্যাক,55,31,0.48734,0.0,1.24367
নূতন,566,79,0.4873,0.0,1.24365
মুন্ন,35,25,0.48708,0.0,1.24354
নিশি,342,25,0.48693,0.0,1.24347
জলি,94,108,0.50697,0.0101,1.24339
বিজয়,277,534,0.48669,0.0,1.24335
লো,111,63,0.4863,0.0,1.24315
বিলি,162,167,0.48625,0.0,1.24312
আয়া,143,56,0.50598,0.0101,1.24289
কুপ,23,85,0.48571,0.0,1.24285
কালে,390,150,0.48537,0.0,1.24268
টিপু,265,31,0.48533,0.0,1.24267
লা,95,153,0.48528,0.0,1.24264
প্রার্থী,56,1426,0.50536,0.0101,1.24258
ঊর্ধ্বতন,28,186,0.48485,0.0,1.24242
ব্যাপারি,80,180,0.48468,0.0,1.24234
সুলতানা,125,275,0.4844,0.0,1.2422
ইউসুফ,222,344,0.50446,0.0101,1.24213
গোবিন্দ,353,30,0.48426,0.0,1.24213
খালেদ,125,106,0.48424,0.0,1.24212
এরপর,1036,2616,0.4842,0.0,1.2421
অনন্যা,179,28,0.48403,0.0,1.24201
রবি,1684,438,0.50406,0.0101,1.24193
তিথি,254,28,0.48378,0.0,1.24189
অস্ট্রেলিয়া,75,279,0.48366,0.0,1.24183
বরাবর,713,492,0.48355,0.0,1.24177
জুয়েল,44,93,0.48339,0.0,1.24169
কেশব,73,68,0.48323,0.0,1.24161
খাঁর,88,355,0.52379,0.02041,1.24149
তৃণমূল,24,499,0.50302,0.0101,1.24141
আটক,182,671,0.52362,0.02041,1.2414
জ্যোতি,500,70,0.48258,0.0,1.24129
সেবা,638,510,0.50272,0.0101,1.24126
পদের,71,328,0.48244,0.0,1.24122
আলাউদ্দিন,268,90,0.48229,0.0,1.24114
ফ্রেঞ্চ,118,320,0.50235,0.0101,1.24107
শীর্ষ,35,433,0.48187,0.0,1.24093
পরেশ,220,162,0.48171,0.0,1.24086
যতীন,220,43,0.4817,0.0,1.24085
আসন,414,1180,0.50169,0.0101,1.24075
অংশুমান,282,36,0.48146,0.0,1.24073
বীরেন্দ্র,24,42,0.48142,0.0,1.24071
বাকা,89,42,0.48128,0.0,1.24064
আবিদ,241,37,0.48073,0.0,1.24037
উর,32,61,0.48064,0.0,1.24032
শামীম,713,792,0.48064,0.0,1.24032
প্রতাপ,95,190,0.48057,0.0,1.24029
আসন্ন,131,180,0.48044,0.0,1.24022
ইসলামীর,35,297,0.52074,0.02041,1.23996
ওয়েব,67,78,0.47992,0.0,1.23996
কাবা,84,87,0.47955,0.0,1.23977
স্টিভ,26,170,0.47937,0.0,1.23968
বিস্তর,368,105,0.49952,0.0101,1.23966
বাবাজি,84,34,0.47924,0.0,1.23962
রায়হান,223,138,0.49935,0.0101,1.23957
ফ্যা,46,20,0.47888,0.0,1.23944
রাবণ,140,65,0.47876,0.0,1.23938
সন্তোষ,178,42,0.47873,0.0,1.23937
চার্লস,186,78,0.47871,0.0,1.23935
প্রাথমিকভাবে,23,208,0.47826,0.0,1.23913
সালামের,98,34,0.47794,0.0,1.23897
একসময়ে,259,63,0.47747,0.0,1.23873
দেখিয়া,289,39,0.47742,0.0,1.23871
জেলা,173,1658,0.51817,0.02041,1.23867
বিষ্ণুপুর,30,197,0.47717,0.0,1.23859
কারুর,899,59,0.49728,0.0101,1.23854
নারায়ণ,133,341,0.47682,0.0,1.23841
শর্মা,275,253,0.47661,0.0,1.23831
পাইব,57,25,0.47637,0.0,1.23818
সালা,25,99,0.47601,0.0,1.23801
নার্গ,31,111,0.47594,0.0,1.23797
চিনা,190,84,0.47579,0.0,1.23789
বাজেট,78,1132,0.47576,0.0,1.23788
ডায়ালগ,83,47,0.47571,0.0,1.23785
ইমাম,257,251,0.47562,0.0,1.23781
গাঙ্,302,126,0.49577,0.0101,1.23778
শুভ,956,162,0.47549,0.0,1.23774
আসিয়া,427,28,0.47541,0.0,1.2377
থানাপুলিশ,58,148,0.47538,0.0,1.23769
উচ্চ,324,345,0.49549,0.0101,1.23764
অভিজিৎ,125,79,0.47518,0.0,1.23759
ভঙ্গুর,43,64,0.47493,0.0,1.23747
লালন,134,259,0.47453,0.0,1.23726
রামপ্রসাদ,87,78,0.47421,0.0,1.23711
খণ্ডিত,33,34,0.47401,0.0,1.237
রাফি,481,24,0.47384,0.0,1.23692
সাইফুল,73,327,0.47381,0.0,1.23691
তাড়ায়,45,26,0.4738,0.0,1.2369
মুক্তির,320,328,0.47357,0.0,1.23679
অন্যদি,520,1072,0.49374,0.0101,1.23677
প্রসাদ,486,60,0.49374,0.0101,1.23677
ভোল,160,99,0.47341,0.0,1.2367
রবিনসন,22,20,0.47328,0.0,1.23664
ভাষ্য,47,272,0.47297,0.0,1.23649
ককটেল,50,146,0.47293,0.0,1.23647
বিভূতি,23,93,0.47273,0.0,1.23636
গৌরী,145,33,0.47271,0.0,1.23635
বাব,30,58,0.47265,0.0,1.23632
কাহা,207,33,0.47259,0.0,1.2363
নলিনী,148,202,0.47238,0.0,1.23619
থিয়েটারের,374,22,0.47229,0.0,1.23615
শমিত,745,398,0.4722,0.0,1.2361
বাক,545,57,0.47217,0.0,1.23609
উড়োজাহাজ,48,139,0.47207,0.0,1.23604
দফা,137,219,0.47145,0.0,1.23572
মুনির,25,54,0.47128,0.0,1.23564
সাইমন,140,35,0.4712,0.0,1.2356
সিরিজ,83,449,0.47093,0.0,1.23547
নিরঞ্জন,288,38,0.4709,0.0,1.23545
সুষ্ঠু,84,145,0.4709,0.0,1.23545
রানী,303,159,0.51171,0.02041,1.23544
কান্তা,26,74,0.47079,0.0,1.23539
লি,71,97,0.47077,0.0,1.23538
ব্যাস,189,123,0.47074,0.0,1.23537
টিশা,22,461,0.49092,0.0101,1.23536
পরিচালক,224,1072,0.47066,0.0,1.23533
চৌধুরীর,268,173,0.4701,0.0,1.23505
রেবেকা,194,605,0.47,0.0,1.235
তপু,395,50,0.48982,0.0101,1.23481
দীপা,2742,30,0.4898,0.0101,1.2348
পিটা,307,164,0.46941,0.0,1.2347
তৈয়ব,94,816,0.46912,0.0,1.23456
রাশা,1173,67,0.46905,0.0,1.23452
আশুতোষ,35,85,0.46899,0.0,1.23449
রাজকুমারী,390,35,0.46899,0.0,1.23449
লেন,239,59,0.4687,0.0,1.23435
সাক্ষাৎ,269,177,0.4685,0.0,1.23425
গৌর,793,147,0.46823,0.0,1.23411
বীণ,185,228,0.4884,0.0101,1.2341
এরিক,97,71,0.46814,0.0,1.23407
গোপ,315,28,0.46811,0.0,1.23405
বটি,46,22,0.46805,0.0,1.23402
নির্বাচনী,25,537,0.46792,0.0,1.23396
কেননা,1186,365,0.46736,0.0,1.23368
বোর্ড,398,639,0.50792,0.02041,1.23355
মিলি,826,274,0.46703,0.0,1.23352
প্রতীক,253,384,0.46691,0.0,1.23345
ঘাউ,21,23,0.46668,0.0,1.23334
তারিণীর,25,75,0.46653,0.0,1.23326
গোপীনাথ,48,111,0.46606,0.0,1.23303
মণি,366,196,0.50672,0.02041,1.23295
বিদ্রোহী,388,174,0.46577,0.0,1.23289
আবর,46,21,0.46572,0.0,1.23286
সলিল,210,21,0.46561,0.0,1.23281
নরওয়,34,35,0.48529,0.0101,1.23254
তুলি,194,280,0.46492,0.0,1.23246
