word,count_a,count_b,delta_cos,neighbor_jaccard,change_score
পিটি,208,26,0.49695,0.0,1.24848
আরিফ,67,96,0.49646,0.0,1.24823
রাসকিন,25,81,0.49608,0.0,1.24804
বারে,305,387,0.49588,0.0,1.24794
ভোলানাথ,73,328,0.4957,0.0,1.24785
মকবুল,241,196,0.49568,0.0,1.24784
টুপুর,21,1074,0.49566,0.0,1.24783
আজাদ,31,125,0.51522,0.0101,1.24751
রাঘব,240,216,0.49422,0.0,1.24711
জিম,139,238,0.49392,0.0,1.24696
কালু,128,566,0.4938,0.0,1.2469
নৃসিংহ,74,22,0.49376,0.0,1.24688
সৌরভ,288,63,0.49336,0.0,1.24668
কায়েস,91,20,0.49301,0.0,1.2465
গোপ,28,315,0.49278,0.0,1.24639
অনিমেষ,5062,88,0.49271,0.0,1.24636
অভয়,136,320,0.49239,0.0,1.24619
বুড়ির,610,149,0.49197,0.0,1.24598
রিনি,177,441,0.51216,0.0101,1.24598
নেস,476,22,0.49188,0.0,1.24594
আগা,62,46,0.49158,0.0,1.24579
কার্জন,34,298,0.49129,0.0,1.24565
ভূতনাথ,122,239,0.49115,0.0,1.24557
করবী,198,24,0.49098,0.0,1.24549
মেরি,102,303,0.49039,0.0,1.24519
জোড়ায়,38,58,0.48979,0.0,1.24489
হিশেব,199,467,0.48947,0.0,1.24473
প্রিয়ব্রত,179,62,0.4893,0.0,1.24465
ভীম,483,168,0.48906,0.0,1.24453
পিয়,49,73,0.48876,0.0,1.24438
করিম,179,457,0.50857,0.0101,1.24419
যেয়ে,24,135,0.50816,0.0101,1.24398
দাস,1472,980,0.50804,0.0101,1.24392
পাহান,23,112,0.48744,0.0,1.24372
মিত্তির,596,216,0.48727,0.0,1.24364
অশোক,501,308,0.48684,0.0,1.24342
ল্যাংড়া,26,143,0.48667,0.0,1.24333
তিতির,750,2551,0.50676,0.0101,1.24328
তারাপদ,54,2798,0.50638,0.0101,1.24309
সুশান্ত,356,169,0.48572,0.0,1.24286
রাধা,267,496,0.48561,0.0,1.24281
গৌরাঙ্গ,73,111,0.48538,0.0,1.24269
রাউল,39,46,0.48538,0.0,1.24269
আজিজ,30,284,0.48532,0.0,1.24266
মীর,107,568,0.48474,0.0,1.24237
নাঙ্গা,27,65,0.48458,0.0,1.24229
সমীর,70,229,0.48409,0.0,1.24204
অরুণ,619,243,0.50366,0.0101,1.24173
অপেরার,29,54,0.48333,0.0,1.24167
পিপ,35,31,0.48276,0.0,1.24138
নারায়ণী,37,107,0.48252,0.0,1.24126
বিজয়,189,277,0.48217,0.0,1.24109
রঘুপতি,20,208,0.48203,0.0,1.24102
রফিক,26,598,0.50221,0.0101,1.241
টির,38,46,0.48182,0.0,1.24091
এলা,51,79,0.48178,0.0,1.24089
সুশোভন,169,139,0.48176,0.0,1.24088
অক্ষয়,158,169,0.48151,0.0,1.24076
থিয়েটারের,92,374,0.52232,0.02041,1.24075
লিরয়,20,95,0.48147,0.0,1.24073
কথাক,36,31,0.48124,0.0,1.24062
সুপ,176,366,0.50144,0.0101,1.24062
তুফান,36,352,0.48094,0.0,1.24047
লুলু,111,191,0.48051,0.0,1.24025
আল,403,748,0.49985,0.0101,1.23982
বিনি,77,224,0.47918,0.0,1.23959
কেনো,113,643,0.47887,0.0,1.23944
নোর,60,23,0.4788,0.0,1.2394
পরিমল,189,257,0.47855,0.0,1.23928
মৃণাল,27,179,0.47805,0.0,1.23903
গৌরব,208,80,0.47801,0.0,1.239
ইউসুফ,39,222,0.47779,0.0,1.2389
সুহাস,434,52,0.4776,0.0,1.2388
অংশুমান,24,282,0.49767,0.0101,1.23873
সুস্থির,115,40,0.47746,0.0,1.23873
দুইব,23,63,0.47732,0.0,1.23866
অশ্বিনী,150,82,0.47715,0.0,1.23858
ফাক,24,64,0.47689,0.0,1.23845
কণিকা,162,23,0.4768,0.0,1.2384
জনি,73,276,0.47668,0.0,1.23834
দীপু,895,192,0.47646,0.0,1.23823
বাব,905,30,0.49547,0.0101,1.23763
বৃহস্পতি,44,64,0.47524,0.0,1.23762
অমিয়,141,518,0.51537,0.02041,1.23728
নেহ,36,30,0.47448,0.0,1.23724
ঘোষাল,363,295,0.4743,0.0,1.23715
পারিজাত,23,22,0.47422,0.0,1.23711
জগমোহন,179,34,0.47353,0.0,1.23677
যশোদা,124,44,0.47338,0.0,1.23669
সুকুমারী,25,29,0.47308,0.0,1.23654
মগনলাল,218,145,0.47291,0.0,1.23646
হরিশ,450,66,0.49298,0.0101,1.23639
আসমা,22,36,0.47264,0.0,1.23632
চক্কোত্তি,38,44,0.47232,0.0,1.23616
দুলাল,428,261,0.49253,0.0101,1.23616
ববি,665,98,0.47229,0.0,1.23615
পাতিল,51,40,0.4717,0.0,1.23585
রুস্তম,50,134,0.47134,0.0,1.23567
জ্যাকি,41,167,0.47053,0.0,1.23527
সুজন,138,223,0.47048,0.0,1.23524
ওমর,161,103,0.47011,0.0,1.23506
মুনির,227,25,0.46969,0.0,1.23485
পরমা,36,268,0.46946,0.0,1.23473
মিস,788,620,0.46943,0.0,1.23471
আলম,415,353,0.51017,0.02041,1.23468
জয়দেব,56,118,0.46932,0.0,1.23466
শোভন,49,264,0.46927,0.0,1.23463
আইস,73,78,0.46903,0.0,1.23452
জেন,53,112,0.46889,0.0,1.23444
মহীতোষ,500,31,0.46844,0.0,1.23422
সামন্ত,236,149,0.48851,0.0101,1.23415
কত্তা,57,402,0.46783,0.0,1.23391
আবদুল,227,414,0.48791,0.0101,1.23385
প্রফেসর,342,980,0.46714,0.0,1.23357
জয়নারায়ণ,86,36,0.46705,0.0,1.23353
পাদ্রী,53,22,0.46705,0.0,1.23353
গির্জ,143,78,0.46632,0.0,1.23316
অনন্য,270,100,0.48651,0.0101,1.23315
কিম,241,58,0.46593,0.0,1.23297
তনিমা,75,25,0.46576,0.0,1.23288
সুজাতা,467,36,0.46558,0.0,1.23279
হরিদাস,200,38,0.46549,0.0,1.23275
কোটা,49,105,0.50619,0.02041,1.23269
যাচ,112,280,0.46531,0.0,1.23265
ললিত,31,33,0.46503,0.0,1.23252
স্পার্ক,36,22,0.46491,0.0,1.23246
আলীর,60,252,0.48493,0.0101,1.23237
গার্সিয়া,25,188,0.46475,0.0,1.23237
করেছিলো,119,259,0.46429,0.0,1.23214
রানি,110,497,0.48442,0.0101,1.23211
বলরাম,110,168,0.46408,0.0,1.23204
শিলা,38,153,0.48421,0.0101,1.232
সলিল,171,210,0.46376,0.0,1.23188
মোল্লা,43,309,0.50452,0.02041,1.23185
নির্মল,214,255,0.46365,0.0,1.23183
ফুপা,28,211,0.46361,0.0,1.23181
রামগোপাল,139,34,0.46362,0.0,1.23181
অনুপম,155,139,0.46359,0.0,1.2318
ইন্দ্রনাথ,291,683,0.50388,0.02041,1.23153
বিশ্বনাথ,226,169,0.46274,0.0,1.23137
সুনীলদ,54,21,0.46257,0.0,1.23128
বাদল,164,442,0.48271,0.0101,1.23125
গৌতম,102,729,0.46247,0.0,1.23123
পশুপতি,21,41,0.46215,0.0,1.23108
রাজীব,130,220,0.46212,0.0,1.23106
মেজবাবু,69,47,0.462,0.0,1.231
বিলক,235,60,0.46195,0.0,1.23097
যেনো,23,416,0.46174,0.0,1.23087
ভবানী,166,64,0.46141,0.0,1.2307
বেগম,1507,594,0.48159,0.0101,1.23069
জালাল,25,145,0.46136,0.0,1.23068
সিম,24,33,0.46132,0.0,1.23066
তিলক,82,190,0.46119,0.0,1.23059
আহমেদ,29,379,0.46083,0.0,1.23042
তান্ত্রিক,134,247,0.46052,0.0,1.23026
লো,79,111,0.48021,0.0101,1.23
বেলী,64,46,0.48009,0.0101,1.22995
বিপাশা,304,22,0.45896,0.0,1.22948
পুঁটু,153,65,0.47883,0.0101,1.22931
আগত,72,34,0.45853,0.0,1.22927
অনিল,32,594,0.4581,0.0,1.22905
জার,36,206,0.45811,0.0,1.22905
মণীশ,81,340,0.45734,0.0,1.22867
জলিল,145,252,0.49794,0.02041,1.22856
ওটি,60,146,0.457,0.0,1.2285
কোকো,30,20,0.45648,0.0,1.22824
খোকন,465,1063,0.4564,0.0,1.2282
হয়েছিলো,216,327,0.47652,0.0101,1.22816
কুরু,39,74,0.45609,0.0,1.22805
বারি,103,33,0.45606,0.0,1.22803
কাপালিক,55,73,0.45493,0.0,1.22747
শীল,48,129,0.45486,0.0,1.22743
দিলীপ,89,146,0.45463,0.0,1.22731
মহাদেব,190,244,0.47479,0.0101,1.22729
শরিফ,84,69,0.45456,0.0,1.22728
দুইজন,48,306,0.4542,0.0,1.2271
হাতী,51,62,0.45414,0.0,1.22707
অবনী,346,867,0.45343,0.0,1.22672
রামপ্রসাদ,22,87,0.45305,0.0,1.22653
অর্ক,1832,207,0.45297,0.0,1.22649
দোস,31,44,0.45276,0.0,1.22638
আরুণি,28,56,0.45267,0.0,1.22634
তিমির,48,33,0.45254,0.0,1.22627
অজু,107,61,0.45201,0.0,1.22601
অমূল্য,204,160,0.45169,0.0,1.22585
অজিত,137,157,0.45162,0.0,1.22581
রাজকুমারী,51,390,0.47178,0.0101,1.22579
মুজিব,24,444,0.49238,0.02041,1.22578
শিবুর,218,76,0.45102,0.0,1.22551
হেমনাথ,1319,153,0.47102,0.0101,1.22541
মিন,130,439,0.47047,0.0101,1.22514
জুয়েল,84,44,0.45008,0.0,1.22504
বিনুর,731,44,0.45006,0.0,1.22503
শ্যামল,539,235,0.47023,0.0101,1.22501
মোন,28,99,0.45,0.0,1.225
রঘু,302,272,0.47019,0.0101,1.225
আলী,282,1047,0.5117,0.03093,1.22492
মজনু,97,58,0.44963,0.0,1.22482
আবারো,22,275,0.44934,0.0,1.22467
জলি,42,94,0.44931,0.0,1.22465
মিলিটারী,30,157,0.44917,0.0,1.22459
বার্ড,76,63,0.44854,0.0,1.22427
গৌরী,49,145,0.44798,0.0,1.22399
নিশি,100,342,0.44793,0.0,1.22397
ইভ,22,50,0.44782,0.0,1.22391
নান্টু,74,194,0.44766,0.0,1.22383
টমাস,160,79,0.4473,0.0,1.22365
সেইজন্য,197,234,0.44727,0.0,1.22363
রাধারমণ,55,203,0.44724,0.0,1.22362
নন্দী,175,91,0.44714,0.0,1.22357
রবির,63,628,0.4471,0.0,1.22355
লালু,36,297,0.44703,0.0,1.22352
বিকাশ,389,804,0.44661,0.0,1.22331
ছার,58,171,0.4465,0.0,1.22325
গণেশ,299,178,0.44648,0.0,1.22324
গঙ্গাধর,46,22,0.44642,0.0,1.22321
দিব্য,130,51,0.44614,0.0,1.22307
ভুবন,278,169,0.44612,0.0,1.22306
ভুত,187,234,0.44569,0.0,1.22284
ইন্দ্রাণীর,66,437,0.44556,0.0,1.22278
অমর,242,414,0.46563,0.0101,1.22271
তরুণ,1269,1019,0.44543,0.0,1.22271
অতনুর,22,124,0.44509,0.0,1.22255
দেশী,74,53,0.44471,0.0,1.22235
চন্দ্রিকা,157,32,0.44459,0.0,1.22229
চাঁদু,88,354,0.46464,0.0101,1.22222
কিম্বা,54,65,0.44419,0.0,1.22209
সাধুবাবা,257,109,0.44415,0.0,1.22208
মনসুর,132,427,0.444,0.0,1.222
ফরহাদ,26,964,0.44381,0.0,1.22191
ফকির,255,371,0.46391,0.0101,1.22185
সুরেন্দ্র,111,21,0.44359,0.0,1.2218
মিগ,21,167,0.44352,0.0,1.22176
বীণা,90,676,0.44327,0.0,1.22163
এফেক্ট,32,67,0.44321,0.0,1.22161
ম্যাক,89,55,0.44319,0.0,1.22159
ভাস্কো,102,33,0.4429,0.0,1.22145
হরি,660,271,0.48365,0.02041,1.22142
আধা,196,213,0.44274,0.0,1.22137
সরোজ,196,62,0.44267,0.0,1.22133
ইরফান,101,259,0.44264,0.0,1.22132
মিশ্র,174,107,0.44264,0.0,1.22132
গেয়,25,161,0.46275,0.0101,1.22127
দীপুর,177,79,0.44253,0.0,1.22127
পিটা,147,307,0.4627,0.0101,1.22125
কুন্তীর,53,44,0.44241,0.0,1.22121
নিশীথ,48,60,0.44239,0.0,1.2212
ফিরোজ,282,299,0.4422,0.0,1.2211
শ্রীকৃষ্ণ,95,121,0.44192,0.0,1.22096
মুরারি,30,206,0.44182,0.0,1.22091
মেজর,462,1852,0.46187,0.0101,1.22084
অসিত,54,321,0.44166,0.0,1.22083
তিস্তা,459,131,0.46165,0.0101,1.22072
অধর,132,121,0.44103,0.0,1.22052
গোর,232,152,0.44085,0.0,1.22042
ভানু,30,135,0.4408,0.0,1.2204
শের,36,99,0.46082,0.0101,1.22031
তিনু,65,64,0.44031,0.0,1.22015
জগদীশ,414,432,0.44022,0.0,1.22011
ডেভিড,376,156,0.44018,0.0,1.22009
বিশু,205,400,0.46038,0.0101,1.22009
খোকা,849,303,0.46032,0.0101,1.22006
বে,163,79,0.44001,0.0,1.22
কাজিন,37,64,0.43989,0.0,1.21995
সুশান্তর,82,51,0.43954,0.0,1.21977
হচ্ছিলো,148,119,0.43955,0.0,1.21977
জিনিষ,34,126,0.4395,0.0,1.21975
স্ট্রোক,78,124,0.43869,0.0,1.21935
ফিলিপ,58,164,0.43864,0.0,1.21932
বিবেকানন্দ,72,436,0.47864,0.02041,1.21891
ঝুম,159,157,0.43771,0.0,1.21886
জাফর,60,190,0.45775,0.0101,1.21878
হিয়া,119,491,0.43719,0.0,1.21859
প্রোফেসর,180,178,0.45726,0.0101,1.21853
শচীন,191,503,0.45726,0.0101,1.21853
দয়াল,38,29,0.43696,0.0,1.21848
চার্লি,255,42,0.43607,0.0,1.21803
মঞ্জিল,51,66,0.45598,0.0101,1.21789
নিকি,705,84,0.43565,0.0,1.21782
দোস্ত,106,279,0.43512,0.0,1.21756
রাজবংশ,54,260,0.43453,0.0,1.21727
কুশল,116,382,0.43445,0.0,1.21722
খালা,102,1177,0.45385,0.0101,1.21682
জাতীয়,538,951,0.43361,0.0,1.2168
ভগবতী,32,225,0.43348,0.0,1.21674
অমল,327,1115,0.47421,0.02041,1.21669
বৈদ্য,69,113,0.4326,0.0,1.2163
রকি,166,35,0.43182,0.0,1.21591
কেননা,331,1186,0.43153,0.0,1.21576
নিখিল,212,111,0.43152,0.0,1.21576
আন্,128,200,0.43118,0.0,1.21559
পটাশ,25,38,0.43116,0.0,1.21558
অবিনাশ,308,128,0.47183,0.02041,1.21551
সর্দার,200,148,0.43102,0.0,1.21551
পির,124,93,0.45108,0.0101,1.21544
শ্যাম,96,175,0.45099,0.0101,1.2154
সুদৰ্শন,162,26,0.43055,0.0,1.21527
ঝিনুক,1337,570,0.45073,0.0101,1.21526
মুকুন্দ,178,242,0.43033,0.0,1.21516
নীলাম্বর,28,72,0.43026,0.0,1.21513
বিলাস,259,184,0.43025,0.0,1.21512
বশির,494,68,0.45032,0.0101,1.21506
সুষমা,25,124,0.42974,0.0,1.21487
দিবাকর,306,125,0.42963,0.0,1.21481
রমজান,142,64,0.42887,0.0,1.21444
রজনীর,132,34,0.42865,0.0,1.21433
তৃষা,706,51,0.42835,0.0,1.21418
রাণী,164,169,0.44821,0.0101,1.214
শীলা,165,350,0.44791,0.0101,1.21386
যাচ্ছিলো,96,75,0.42771,0.0,1.21385
তারিক,307,64,0.42747,0.0,1.21373
গোপাল,494,459,0.44762,0.0101,1.21371
সুপ্রিয়,56,247,0.42711,0.0,1.21355
অরুণাংশু,22,74,0.42651,0.0,1.21326
শিউ,76,539,0.44665,0.0101,1.21322
রিমা,27,129,0.44644,0.0101,1.21312
সদাশিব,74,101,0.42619,0.0,1.21309
গৃহিণী,75,175,0.42494,0.0,1.21247
ম্যাডাম,471,1365,0.44494,0.0101,1.21237
নাগা,34,63,0.42462,0.0,1.21231
ফ্লাইং,63,94,0.42444,0.0,1.21222
জিনিশ,57,267,0.42438,0.0,1.21219
নাহা,129,110,0.44453,0.0101,1.21216
হাবু,132,291,0.42392,0.0,1.21196
পিতৃদেব,130,32,0.42381,0.0,1.2119
নুর,25,42,0.42345,0.0,1.21172
যিশুর,39,118,0.42306,0.0,1.21153
আর্থ,50,76,0.42304,0.0,1.21152
কোনও,284,359,0.42292,0.0,1.21146
তপতী,189,27,0.42239,0.0,1.2112
শরীফ,88,82,0.42232,0.0,1.21116
আলতাফ,66,306,0.422,0.0,1.211
চুপি,262,240,0.44217,0.0101,1.21098
লোহিত,48,23,0.42195,0.0,1.21097
একইভাবে,93,226,0.4219,0.0,1.21095
নকুল,123,76,0.42183,0.0,1.21092
লতিফ,95,74,0.42144,0.0,1.21072
র‍্যাঞ্চ,21,48,0.42141,0.0,1.21071
ঝিয়,20,87,0.42134,0.0,1.21067
ওম,50,77,0.42124,0.0,1.21062
শুক,242,123,0.44132,0.0101,1.21056
ড্যাং,24,25,0.42109,0.0,1.21054
পীতাম্বর,154,124,0.42105,0.0,1.21053
অক্ষয়বাবু,78,95,0.42094,0.0,1.21047
যুগল,1092,446,0.44089,0.0101,1.21034
যুধিষ্ঠির,556,93,0.42057,0.0,1.21028
কালীচরণ,56,42,0.42024,0.0,1.21012
বনানী,178,64,0.42018,0.0,1.21009
ক্যাপ্ট,1148,970,0.46088,0.02041,1.21003
মুকুন্দর,50,44,0.41957,0.0,1.20979
এসময়,90,212,0.41933,0.0,1.20966
লীন,246,143,0.41921,0.0,1.20961
ভাস্কর,372,219,0.41908,0.0,1.20954
মহেশ্বর,57,82,0.41901,0.0,1.2095
খাতুন,98,96,0.41885,0.0,1.20942
রাজেনবাবু,27,67,0.41884,0.0,1.20942
টোটো,36,512,0.41881,0.0,1.2094
গঙ্গারাম,146,37,0.43885,0.0101,1.20932
সুরেশ্বর,82,48,0.41837,0.0,1.20919
কোচ,68,75,0.41827,0.0,1.20914
কানা,324,459,0.43846,0.0101,1.20913
হায়দ,238,92,0.41805,0.0,1.20903
বদরুল,29,282,0.41774,0.0,1.20887
বিপিন,59,60,0.41735,0.0,1.20868
কোয়া,139,33,0.41709,0.0,1.20854
অভিমন্যু,38,34,0.41705,0.0,1.20853
চাচা,282,1362,0.47854,0.03093,1.20834
ডোম,52,62,0.41665,0.0,1.20832
সুকুম,346,91,0.41661,0.0,1.20831
নীলুর,125,217,0.41654,0.0,1.20827
সুরমা,508,130,0.41639,0.0,1.20819
গণ্ডায়,25,41,0.43638,0.0101,1.20809
পুরকায়স্থ,82,26,0.41615,0.0,1.20808
সুভদ্র,86,115,0.43633,0.0101,1.20806
সাধুচরণ,75,126,0.4159,0.0,1.20795
নন্দিতা,135,85,0.43608,0.0101,1.20794
যেটি,72,436,0.41539,0.0,1.20769
সিডনি,105,26,0.41532,0.0,1.20766
হামিদ,53,130,0.41523,0.0,1.20761
তারপরে,875,1370,0.41471,0.0,1.20736
বদু,30,56,0.41472,0.0,1.20736
ভবঘুরে,45,70,0.43489,0.0101,1.20735
মিয়,77,243,0.43489,0.0101,1.20734
রাবণ,172,140,0.47651,0.03093,1.20733
পারুল,180,740,0.4348,0.0101,1.2073
চ্যানেলের,61,21,0.41434,0.0,1.20717
